Region,crop type,Year, Area cultivated(Ha),Production(kg),Yeild (kg/ha)
Oromiya,Sorghum,2009,677092.3,1259841300,1847
Oromiya,Millet,2009,98040.65,138145490,1409
Oromiya,Oats,2009,21899.1,33696832,1539
Oromiya,Teff,2010,1182810.77,1436840508,1215
Oromiya,Barely,2010,542476.08,968563214,1785
Oromiya,Wheat,2010,857603.04,1678241527,1957
Oromiya,Maize,2010,1000055.87,2325533029,2325
Oromiya,Sorghum,2010,754878.14,1465676728,1942
Oromiya,Millet,2010,105610.88,147175413,1394
Oromiya,Oats,2010,14147.33,19355740,1368
Oromiya,Teff,2011,1289405.27,1671802531,1297
Oromiya,Barely,2011,513707.03,908545120,1769
Oromiya,Wheat,2011,815975.59,1583211946,1940
Oromiya,Maize,2011,1109276.03,2880545093,2597
Oromiya,Sorghum,2011,739361.26,1580545093,2138
Oromiya,Millet,2011,81808.99,127828081,1563
Oromiya,Oats,2011,24494.31,39462124,1611
Oromiya,Teff,2012,1293514.25,1676543275,1296
Oromiya,Barely,2012,460544.73,872051015,1894
Oromiya,Wheat,2012,740810.94,1675933968,2262
Oromiya,Maize,2012,1102256.2,3482899290,3160
Oromiya,Sorghum,2012,743379.32,1626737441,2188
Oromiya,Millet,2012,87061.51,118362722,1360
Oromiya,Oats,2012,27343.84,45043286,1647
Oromiya,Teff,2013,1256564.8,1753559651,1396
Oromiya,Barely,2013,448545.32,897741759,2001
Oromiya,Wheat,2013,872971.81,2026290010,2321
Oromiya,Maize,2013,1115957.4,3590845746,3218
Oromiya,Sorghum,2013,675657.31,1489815674,2205
Oromiya,Millet,2013,92306.89,153205962,1660
Oromiya,Oats,2013,21889.32,37806207,1727
Oromiya,Teff,2014,1397797.42,2104084217,1505
Oromiya,Barely,2014,471134.15,1023909187,2173
Oromiya,Wheat,2014,837000.48,2302851378,2751
Oromiya,Maize,2014,1083332.83,3595409042,3319
Oromiya,Sorghum,2014,669575.97,173920869,2500
Oromiya,Millet,2014,99867.65,18289921,1829
Oromiya,Oats,2014,29979.5,54504707,3393
Oromiya,Teff,2015,1427548.05,2325488216,1629
Oromiya,Barely,2015,456192.42,127532649,2252
Oromiya,Wheat,2015,875641.45,2470321041,2821
Oromiya,Maize,2015,1129849.71,3944110364,3491
Oromiya,Sorghum,2015,719399.7,1814671697,2522
Oromiya,Millet,2015,92804.53,183448648,1977
Oromiya,Oats,2015,22369.93,42990350,1922
Oromiya,Teff,2016,1369934.27,2215625767,1617
Oromiya,Barely,2016,439971.07,980086302,2228
Oromiya,Wheat,2016,872252.8,2459375144,2820
Oromiya,Maize,2016,1125747.85,3953859374,3512
Oromiya,Sorghum,2016,759954.42,1884630071,2480
Oromiya,Millet,2016,88929.61,183257842,2061
Oromiya,Oats,2016,18685.46,35777129,1915
Oromiya,Teff,2017,1441029.78,2473796379,1717
Oromiya,Barely,2017,454662.78,1093944813,2406
Oromiya,Wheat,2017,898455.57,2664024446,2965
Oromiya,Maize,2017,1142653.56,4362096931,3818
Oromiya,Sorghum,2017,739781.8,1916601228,2591
Oromiya,Millet,2017,89584.8,203588144,2273
Oromiya,Oats,2017,20656.17,44128318,2136
Oromiya,Teff,2018,1443847.96,2581457748,1788
Oromiya,Barely,2018,451279.26,1088487660,2412
Oromiya,Wheat,2018,898682.57,2669917773,2971
Oromiya,Maize,2018,1146899.78,4676744066,4078
Oromiya,Sorghum,2018,735263.79,2081066734,2830
Oromiya,Millet,2018,93831.88,219537397,2340
Oromiya,Oats,2018,21253.56,45913699,2160
Oromiya,Teff,2019,1431869.73,2562868888,1790
Oromiya,Barely,2019,386569.22,932507644,2412
Oromiya,Wheat,2019,897118,2685287615,2912
Oromiya,Maize,2019,1324274.98,5438311944,4107
Oromiya,Sorghum,2019,718966.58,2053163606,2856
Oromiya,Millet,2019,82044.16,201074320,2451
Oromiya,Oats,2019,11212.68,24678517,2201
Oromiya,Teff,2020,1512041.32,2845606691,1882
Oromiya,Barely,2020,372910.96,904786657,2426
Oromiya,Wheat,2020,897236.5,2800964857,3122
Oromiya,Maize,2020,1390841.48,5981665264,4301
Oromiya,Sorghum,2020,629724.86,1901752085,3020
Oromiya,Millet,2020,68782.2,171626108,2495
Oromiya,Oats,2020,8310.97,18329366,2205
Oromiya,Teff,2021,1393455.62,2690467012,1931
Oromiya,Barely,2021,440702.06,1231994795,2796
Oromiya,Wheat,2021,996364.4,3287749709,3300
Oromiya,Maize,2021,1371868.06,5888706426,4292
Oromiya,Sorghum,2021,676075,1836612661,2717
Oromiya,Millet,2021,97266.93,251563241,2586
Oromiya,Oats,2021,10582.3,23103277,2183
Oromiya,Teff,2022,1519814.74,2996758806,1972
Oromiya,Barely,2022,434183.48,1239939241,2856
Oromiya,Wheat,2022,1030582,3467385140,3364
Oromiya,Maize,2022,1464047.9,6190777070,4229
Oromiya,Sorghum,2022,612806.85,1664914738,2717
Oromiya,Millet,2022,90123.82,235107600,2609
Oromiya,Oats,2022,24498.96,54715830,2233
Somalia,Teff,1996,,0,0
Somalia,Barely,1996,4230,1728000,409
Somalia,Wheat,1996,5220,4498000,862
Somalia,Maize,1996,20550,19711000,959
Somalia,Sorghum,1996,29150,16322000,560
Somalia,Millet,1996,,0,0
Somalia,Oats,1996,,0,0
Somalia,Teff,1997,,0,0
Somalia,Barely,1997,4220,2573000,610
Somalia,Wheat,1997,3490,0,0
Somalia,Maize,1997,16360,14275000,873
Somalia,Sorghum,1997,24950,16796000,673
Somalia,Millet,1997,,0,0
Somalia,Oats,1997,130,0,0
Somalia,Teff,1998,,0,0
Somalia,Barely,1998,4190,1595000,381
Somalia,Wheat,1998,2470,1040000,421
Somalia,Maize,1998,22150,32401000,1463
Somalia,Sorghum,1998,20650,14136000,685
Somalia,Millet,1998,,0,0
Somalia,Oats,1998,,0,0
Somalia,Teff,1999,,0,0
Somalia,Barely,1999,,3014000,0
Somalia,Wheat,1999,,1195000,0
Somalia,Maize,1999,,14237000,0
Somalia,Sorghum,1999,,7234000,0
Somalia,Millet,1999,,0,0
Somalia,Oats,1999,,0,0
Somalia,Teff,2000,,0,0
Somalia,Barely,2000,3630,2419000,666
Somalia,Wheat,2000,1820,1209000,664
Somalia,Maize,2000,24230,10443000,431
Somalia,Sorghum,2000,16250,7702000,474
Somalia,Millet,2000,,0,0
Somalia,Oats,2000,,0,0
Somalia,Teff,2001,,0,0
Somalia,Barely,2001,3220,1946000,604
Somalia,Wheat,2001,3450,1968000,570
Somalia,Maize,2001,26570,19049000,717
Somalia,Sorghum,2001,24510,21283000,868
Somalia,Millet,2001,,0,0
Somalia,Oats,2001,150,0,0
Somalia,Teff,2002,,0,0
Somalia,Barely,2002,6511.81,5772128,886
Somalia,Wheat,2002,8353.8,10997345,1316
Somalia,Maize,2002,20846.55,26344726,1264
Somalia,Sorghum,2002,20824.36,27905426,1340
Somalia,Millet,2002,,0,0
Somalia,Oats,2002,432.63,395460,914
Somalia,Teff,2004,,0,0
Somalia,Barely,2004,4012,4192500,1045
Somalia,Wheat,2004,10128,11857300,1171
Somalia,Maize,2004,22046,11614500,527
Somalia,Sorghum,2004,31008,27036800,872
Somalia,Millet,2004,,0,0
Somalia,Oats,2004,470,632100,1345
Somalia,Teff,2005,,0,0
Somalia,Barely,2005,5706,3899200,683
Somalia,Wheat,2005,16030,15302300,955
Somalia,Maize,2005,25660,10361100,404
Somalia,Sorghum,2005,21994,13838900,629
Somalia,Millet,2005,,0,0
Somalia,Oats,2005,490,391600,799
Somalia,Teff,2006,8.78,0,0
Somalia,Barely,2006,2531.83,1124023,444
Somalia,Wheat,2006,9671.83,4716614,488
Somalia,Maize,2006,22965.34,13719892,597
Somalia,Sorghum,2006,30475.03,18001872,591
Somalia,Millet,2006,,0,0
Somalia,Oats,2006,258.29,80211,311
Somalia,Teff,2007,,0,0
Somalia,Barely,2007,3316.32,950019,286
Somalia,Wheat,2007,7965.66,3552099,446
Somalia,Maize,2007,37019.2,23627364,638
Somalia,Sorghum,2007,24414.92,14934682,612
Somalia,Millet,2007,,0,0
Somalia,Oats,2007,,0,0
Somalia,Teff,2008,,0,0
Somalia,Barely,2008,1748.27,1470734,841
Somalia,Wheat,2008,,0,0
Somalia,Maize,2008,36876.29,32593539,884
Somalia,Sorghum,2008,33992.75,34265951,1008
Somalia,Millet,2008,,0,0
Somalia,Oats,2008,,0,0
Somalia,Teff,2009,,0,0
Somalia,Barely,2009,,0,0
Somalia,Wheat,2009,7370.25,7976504,1082
Somalia,Maize,2009,39751.64,65388636,1645
Somalia,Sorghum,2009,21970.22,35494467,1616
Somalia,Millet,2009,,0,0
Somalia,Oats,2009,,0,0
Somalia,Teff,2010,,0,0
Somalia,Barely,2010,3015.79,1846049,612
Somalia,Wheat,2010,4364.13,7224497,1655
Somalia,Maize,2010,26998.54,44083170,1633
Somalia,Sorghum,2010,32704.78,57353549,1754
Somalia,Millet,2010,,0,0
Somalia,Oats,2010,,0,0
Somalia,Teff,2011,,0,0
Somalia,Barely,2011,,0,0
Somalia,Wheat,2011,4279.81,7336086,1714
Somalia,Maize,2011,28094.49,49264060,1754
Somalia,Sorghum,2011,34608.39,48380168,1398
Somalia,Millet,2011,,0,0
Somalia,Oats,2011,,0,0
Somalia,Teff,2012,,0,0
Somalia,Barely,2012,,0,0
Somalia,Wheat,2012,4130.51,9675557,2342
Somalia,Maize,2012,28934.09,75840758,2621
Somalia,Sorghum,2012,28368.93,75704284,2669
Somalia,Millet,2012,,0,0
Somalia,Oats,2012,,0,0
Somalia,Teff,2013,,0,0
Somalia,Barely,2013,,0,0
Somalia,Wheat,2013,4150.13,9278182,2236
Somalia,Maize,2013,28808.44,92029339,3195
Somalia,Sorghum,2013,31593.75,98061938,3104
Somalia,Millet,2013,,0,0
Somalia,Oats,2013,,0,0
Somalia,Teff,2014,,0,0
Somalia,Barely,2014,,0,0
Somalia,Wheat,2014,,0,0
Somalia,Maize,2014,30095.76,83716824,2782
Somalia,Sorghum,2014,30627.74,87994464,2873
Somalia,Millet,2014,,0,0
Somalia,Oats,2014,,0,0
Somalia,Teff,2015,,0,0
Somalia,Barely,2015,,0,0
Somalia,Wheat,2015,,0,0
Somalia,Maize,2015,,0,2968
Somalia,Sorghum,2015,,0,3009
Somalia,Millet,2015,,0,0
Somalia,Oats,2015,,0,0
Somalia,Teff,2016,,0,0
Somalia,Barely,2016,,0,0
Somalia,Wheat,2016,,0,0
Somalia,Maize,2016,25833.74,61503026,2381
Somalia,Sorghum,2016,33056.64,85415780,2584
Somalia,Millet,2016,,0,0
Somalia,Oats,2016,,0,0
Somalia,Teff,2017,,0,0
Somalia,Barely,2017,,0,0
Somalia,Wheat,2017,,0,0
Somalia,Maize,2017,24767.08,51594344,2083
Somalia,Sorghum,2017,40388.03,80674097,1997
Somalia,Millet,2017,,0,0
Somalia,Oats,2017,,0,0
Somalia,Teff,2018,,0,0
Somalia,Barely,2018,,0,0
Somalia,Wheat,2018,,0,0
Somalia,Maize,2018,23792.38,57483111,2416
Somalia,Sorghum,2018,41271.04,95083254,2304
Somalia,Millet,2018,,0,0
Somalia,Oats,2018,,0,0
Somalia,Teff,2019,,0,0
Somalia,Barely,2019,,0,0
Somalia,Wheat,2019,,0,0
Somalia,Maize,2019,23792.38,57483111,2416
Somalia,Sorghum,2019,41271.04,95083254,2304
Somalia,Millet,2019,,0,0
Somalia,Oats,2019,,0,0
Somalia,Teff,2020,,0,0
Somalia,Barely,2020,,0,0
Somalia,Wheat,2020,,0,0
Somalia,Maize,2020,,0,0
Somalia,Sorghum,2020,,0,0
Somalia,Millet,2020,,0,0
Somalia,Oats,2020,,0,0
Somalia,Teff,2021,,0,0
Somalia,Barely,2021,,0,0
Somalia,Wheat,2021,,0,0
Somalia,Maize,2021,53753.17,108443591,2017
Somalia,Sorghum,2021,45321.84,78293509,1727
Somalia,Millet,2021,,0,0
Somalia,Oats,2021,,0,0
Somalia,Teff,2022,,0,0
Somalia,Barely,2022,,0,0
Somalia,Wheat,2022,,0,0
Somalia,Maize,2022,10419,10251134,984
Somalia,Sorghum,2022,,14397378,0
Somalia,Millet,2022,,0,0
Somalia,Oats,2022,,0,0
Benushangul Gumuz,Teff,1996,16150,9703000,601
Benushangul Gumuz,Barely,1996,,0,0
Benushangul Gumuz,Wheat,1996,,0,0
Benushangul Gumuz,Maize,1996,20550,40001000,1947
Benushangul Gumuz,Sorghum,1996,35070,38884000,1109
Benushangul Gumuz,Millet,1996,7150,7869000,1101
Benushangul Gumuz,Oats,1996,,0,0
Benushangul Gumuz,Teff,1997,17890,10464000,585
Benushangul Gumuz,Barely,1997,,0,0
Benushangul Gumuz,Wheat,1997,,0,0
Benushangul Gumuz,Maize,1997,21730,44378000,2042
Benushangul Gumuz,Sorghum,1997,38340,44884000,1171
Benushangul Gumuz,Millet,1997,7130,6022000,845
Benushangul Gumuz,Oats,1997,,0,0
Benushangul Gumuz,Teff,1998,22980,17380000,756
Benushangul Gumuz,Barely,1998,,0,0
Benushangul Gumuz,Wheat,1998,,0,0
Benushangul Gumuz,Maize,1998,22050,39596000,1796
Benushangul Gumuz,Sorghum,1998,45830,63780000,1392
Benushangul Gumuz,Millet,1998,13690,0,0
Benushangul Gumuz,Oats,1998,,3000,0
Benushangul Gumuz,Teff,1999,21640,10505000,485
Benushangul Gumuz,Barely,1999,,0,0
Benushangul Gumuz,Wheat,1999,,0,0
Benushangul Gumuz,Maize,1999,29010,55272000,1905
Benushangul Gumuz,Sorghum,1999,52140,66651000,1278
Benushangul Gumuz,Millet,1999,,29118000,0
Benushangul Gumuz,Oats,1999,,0,0
Benushangul Gumuz,Teff,2000,23810,14522000,610
Benushangul Gumuz,Barely,2000,,0,0
Benushangul Gumuz,Wheat,2000,,0,0
Benushangul Gumuz,Maize,2000,29540,49354000,1671
Benushangul Gumuz,Sorghum,2000,60350,74359000,1232
Benushangul Gumuz,Millet,2000,24570,28073000,1143
Benushangul Gumuz,Oats,2000,,0,0
Benushangul Gumuz,Teff,2001,16950,9777000,577
Benushangul Gumuz,Barely,2001,,0,0
Benushangul Gumuz,Wheat,2001,,0,0
Benushangul Gumuz,Maize,2001,26670,47378000,1776
Benushangul Gumuz,Sorghum,2001,61070,75467000,1236
Benushangul Gumuz,Millet,2001,22690,23164000,1021
Benushangul Gumuz,Oats,2001,,0,0
Benushangul Gumuz,Teff,2002,10736.57,7592932,707
Benushangul Gumuz,Barely,2002,1047.11,1044418,997
Benushangul Gumuz,Wheat,2002,891.15,970677,1089
Benushangul Gumuz,Maize,2002,20482.45,41252556,2014
Benushangul Gumuz,Sorghum,2002,52375.42,67039074,1280
Benushangul Gumuz,Millet,2002,17279.16,19878643,1150
Benushangul Gumuz,Oats,2002,27.6,21381,775
Benushangul Gumuz,Teff,2004,11944,8741100,732
Benushangul Gumuz,Barely,2004,,0,0
Benushangul Gumuz,Wheat,2004,,0,0
Benushangul Gumuz,Maize,2004,25677,44011400,1714
Benushangul Gumuz,Sorghum,2004,48006,54012800,1125
Benushangul Gumuz,Millet,2004,18934,20172900,1065
Benushangul Gumuz,Oats,2004,,0,0
Benushangul Gumuz,Teff,2005,12797,11692600,914
Benushangul Gumuz,Barely,2005,975,806000,827
Benushangul Gumuz,Wheat,2005,,0,0
Benushangul Gumuz,Maize,2005,27412,50018800,1825
Benushangul Gumuz,Sorghum,2005,49862,51159300,1026
Benushangul Gumuz,Millet,2005,20230,23165300,1145
Benushangul Gumuz,Oats,2005,,0,0
Benushangul Gumuz,Teff,2006,16654.32,13350915,802
Benushangul Gumuz,Barely,2006,1107.79,1152814,1041
Benushangul Gumuz,Wheat,2006,2047.65,2893619,1413
Benushangul Gumuz,Maize,2006,31720.76,62662819,1975
Benushangul Gumuz,Sorghum,2006,52886.98,72315689,1367
Benushangul Gumuz,Millet,2006,19485.45,24291613,1247
Benushangul Gumuz,Oats,2006,37.07,37332,1007
Benushangul Gumuz,Teff,2007,15719.53,14346476,913
Benushangul Gumuz,Barely,2007,822.62,970893,1180
Benushangul Gumuz,Wheat,2007,,0,0
Benushangul Gumuz,Maize,2007,31435.27,65361306,2079
Benushangul Gumuz,Sorghum,2007,58992.05,88717344,1504
Benushangul Gumuz,Millet,2007,22546.58,36771927,1631
Benushangul Gumuz,Oats,2007,,0,0
Benushangul Gumuz,Teff,2008,18870.52,20510225,1087
Benushangul Gumuz,Barely,2008,1275.85,1647409,1291
Benushangul Gumuz,Wheat,2008,3425.7,4971410,1451
Benushangul Gumuz,Maize,2008,31045.76,62437950,2011
Benushangul Gumuz,Sorghum,2008,59829.26,95367937,1594
Benushangul Gumuz,Millet,2008,27518.99,38743030,1408
Benushangul Gumuz,Oats,2008,,0,0
Benushangul Gumuz,Teff,2009,16276.07,16279627,1000
Benushangul Gumuz,Barely,2009,733.69,987155,1345
Benushangul Gumuz,Wheat,2009,2168.38,3700026,1706
Benushangul Gumuz,Maize,2009,32009.85,77336861,2416
Benushangul Gumuz,Sorghum,2009,58905.26,94750164,1609
Benushangul Gumuz,Millet,2009,29164.66,48237243,1654
Benushangul Gumuz,Oats,2009,,0,0
Benushangul Gumuz,Teff,2010,18632.31,18256459,980
Benushangul Gumuz,Barely,2010,874.3,939263,1074
Benushangul Gumuz,Wheat,2010,,0,0
Benushangul Gumuz,Maize,2010,35953.4,80121872,2228
Benushangul Gumuz,Sorghum,2010,59963.23,132780984,2214
Benushangul Gumuz,Millet,2010,28391.84,44268465,1559
Benushangul Gumuz,Oats,2010,87.6,0,0
Benushangul Gumuz,Teff,2011,23648.11,23107290,977
Benushangul Gumuz,Barely,2011,1264.49,1444057,1142
Benushangul Gumuz,Wheat,2011,2690.4,2984165,1109
Benushangul Gumuz,Maize,2011,43855.14,117292462,2675
Benushangul Gumuz,Sorghum,2011,66575.66,117608868,1767
Benushangul Gumuz,Millet,2011,29472.09,42625701,1446
Benushangul Gumuz,Oats,2011,,0,0
Benushangul Gumuz,Teff,2012,23615.03,23225663,984
Benushangul Gumuz,Barely,2012,818.37,853908,1043
Benushangul Gumuz,Wheat,2012,1668.86,0,0
Benushangul Gumuz,Maize,2012,46534.5,143187031,3077
Benushangul Gumuz,Sorghum,2012,60122.37,110820634,1843
Benushangul Gumuz,Millet,2012,34133.26,41057347,1203
Benushangul Gumuz,Oats,2012,,0,0
Benushangul Gumuz,Teff,2013,19389.08,19719405,1017
Benushangul Gumuz,Barely,2013,723.21,787764,1089
Benushangul Gumuz,Wheat,2013,1770.9,2946056,1664
Benushangul Gumuz,Maize,2013,49476.37,145454488,2940
Benushangul Gumuz,Sorghum,2013,65933.36,130995716,1940
Benushangul Gumuz,Millet,2013,29114.9,36568281,1256
Benushangul Gumuz,Oats,2013,,0,0
Benushangul Gumuz,Teff,2014,26021.15,26702847,1026
Benushangul Gumuz,Barely,2014,656.38,828346,1262
Benushangul Gumuz,Wheat,2014,2016.18,4068453,2018
Benushangul Gumuz,Maize,2014,46098,146577836,3180
Benushangul Gumuz,Sorghum,2014,64664.97,129540380,2003
Benushangul Gumuz,Millet,2014,31800.01,43700817,1374
Benushangul Gumuz,Oats,2014,,0,0
Benushangul Gumuz,Teff,2015,21409.26,24659144,1152
Benushangul Gumuz,Barely,2015,774.28,1028417,1328
Benushangul Gumuz,Wheat,2015,2033.12,0,0
Benushangul Gumuz,Maize,2015,45278.92,156509077,3457
Benushangul Gumuz,Sorghum,2015,64264.39,137852785,2145
Benushangul Gumuz,Millet,2015,30791.23,47634489,1547
Benushangul Gumuz,Oats,2015,,0,0
Benushangul Gumuz,Teff,2016,27116.65,31527669,1163
Benushangul Gumuz,Barely,2016,592.53,795097,1342
Benushangul Gumuz,Wheat,2016,2951.7,6740195,2283
Benushangul Gumuz,Maize,2016,46998.87,167376015,3561
Benushangul Gumuz,Sorghum,2016,51803.23,116895603,2257
Benushangul Gumuz,Millet,2016,32452.56,51824491,1597
Benushangul Gumuz,Oats,2016,,0,0
Benushangul Gumuz,Teff,2017,24432.5,30318432,1241
Benushangul Gumuz,Barely,2017,773.15,1119386,1448
Benushangul Gumuz,Wheat,2017,2081.17,0,0
Benushangul Gumuz,Maize,2017,49115.09,188481615,3838
Benushangul Gumuz,Sorghum,2017,58377.9,142172507,2435
Benushangul Gumuz,Millet,2017,29680.79,54448897,1834
Benushangul Gumuz,Oats,2017,,0,0
Benushangul Gumuz,Teff,2018,24529.72,32869677,1340
Benushangul Gumuz,Barely,2018,729.21,1064121,1459
Benushangul Gumuz,Wheat,2018,2455.71,5908357,2406
Benushangul Gumuz,Maize,2018,50681.11,203375051,4013
Benushangul Gumuz,Sorghum,2018,58946.39,158002844,2680
Benushangul Gumuz,Millet,2018,29167.48,57771303,1981
Benushangul Gumuz,Oats,2018,,0,0
Benushangul Gumuz,Teff,2019,29726.64,43213513,1454
Benushangul Gumuz,Barely,2019,1687.07,2637226,1563
Benushangul Gumuz,Wheat,2019,3033.6,7322787,2414
Benushangul Gumuz,Maize,2019,62287.85,253986366,4078
Benushangul Gumuz,Sorghum,2019,56675.14,151995631,2682
Benushangul Gumuz,Millet,2019,21311.26,42655487,2002
Benushangul Gumuz,Oats,2019,,0,0
Benushangul Gumuz,Teff,2020,27130.09,40606801,1497
Benushangul Gumuz,Barely,2020,,0,0
Benushangul Gumuz,Wheat,2020,3377.63,8477865,2510
Benushangul Gumuz,Maize,2020,61948.91,256836140,4146
Benushangul Gumuz,Sorghum,2020,60134.58,173394724,2883
Benushangul Gumuz,Millet,2020,17548.8,36309112,2069
Benushangul Gumuz,Oats,2020,,0,0
Benushangul Gumuz,Teff,2021,22021.32,33444520,1519
Benushangul Gumuz,Barely,2021,,0,0
Benushangul Gumuz,Wheat,2021,,0,0
Benushangul Gumuz,Maize,2021,71802.87,308909188,4302
Benushangul Gumuz,Sorghum,2021,39742.1,0,0
Benushangul Gumuz,Millet,2021,23553.74,52537630,2231
Benushangul Gumuz,Oats,2021,,0,0
Benushangul Gumuz,Teff,2022,22021.32,33444520,1519
Benushangul Gumuz,Barely,2022,,0,0
Benushangul Gumuz,Wheat,2022,,0,0
Benushangul Gumuz,Maize,2022,71802.87,308909188,4302
Benushangul Gumuz,Sorghum,2022,39742.1,0,0
Benushangul Gumuz,Millet,2022,23553.74,52537630,2231
Benushangul Gumuz,Oats,2022,,0,0
S.N.N.P.R,Teff,1996,160440,141367000,881
S.N.N.P.R,Barely,1996,52320,60167000,1150
S.N.N.P.R,Wheat,1996,58260,110568000,1898
S.N.N.P.R,Maize,1996,194650,359653000,1848
S.N.N.P.R,Sorghum,1996,140370,167762000,1195
S.N.N.P.R,Millet,1996,3510,0,0
S.N.N.P.R,Oats,1996,,0,0
S.N.N.P.R,Teff,1997,183580,192448000,1048
S.N.N.P.R,Barely,1997,48550,57469000,1184
S.N.N.P.R,Wheat,1997,64340,125494000,1950
S.N.N.P.R,Maize,1997,163240,311344000,1907
S.N.N.P.R,Sorghum,1997,111760,131422000,1176
S.N.N.P.R,Millet,1997,4880,0,0
S.N.N.P.R,Oats,1997,,0,0
S.N.N.P.R,Teff,1998,123240,87765000,712
S.N.N.P.R,Barely,1998,49970,50575000,1012
S.N.N.P.R,Wheat,1998,66950,96071000,1435
S.N.N.P.R,Maize,1998,165470,324638000,1962
S.N.N.P.R,Sorghum,1998,69590,80746000,1160
S.N.N.P.R,Millet,1998,3160,2173000,688
S.N.N.P.R,Oats,1998,,0,0
S.N.N.P.R,Teff,1999,167400,97731000,584
S.N.N.P.R,Barely,1999,,91094000,923
S.N.N.P.R,Wheat,1999,82340,93416000,1135
S.N.N.P.R,Maize,1999,162670,288330000,1772
S.N.N.P.R,Sorghum,1999,82910,79245000,956
S.N.N.P.R,Millet,1999,,1645000,0
S.N.N.P.R,Oats,1999,,0,0
S.N.N.P.R,Teff,2000,165050,104833000,635
S.N.N.P.R,Barely,2000,5730,57877000,1020
S.N.N.P.R,Wheat,2000,68390,75025000,1097
S.N.N.P.R,Maize,2000,205700,333929000,1623
S.N.N.P.R,Sorghum,2000,93240,87370000,937
S.N.N.P.R,Millet,2000,4160,2926000,703
S.N.N.P.R,Oats,2000,60,0,0
S.N.N.P.R,Teff,2001,174360,120643000,692
S.N.N.P.R,Barely,2001,118410,123128000,1040
S.N.N.P.R,Wheat,2001,105790,180038000,1702
S.N.N.P.R,Maize,2001,344800,579274000,1680
S.N.N.P.R,Sorghum,2001,153800,146571000,953
S.N.N.P.R,Millet,2001,7520,3647000,485
S.N.N.P.R,Oats,2001,90,44000,489
S.N.N.P.R,Teff,2002,133882.17,98956647,739
S.N.N.P.R,Barely,2002,68463.31,75973303,1110
S.N.N.P.R,Wheat,2002,92351.77,135370649,1466
S.N.N.P.R,Maize,2002,191490.02,327037722,1708
S.N.N.P.R,Sorghum,2002,84276.06,84200946,999
S.N.N.P.R,Millet,2002,4527.18,5151849,1138
S.N.N.P.R,Oats,2002,626.57,627942,1002
S.N.N.P.R,Teff,2004,182723,119526900,654
S.N.N.P.R,Barely,2004,68863,76177800,1106
S.N.N.P.R,Wheat,2004,114578,173361100,1513
S.N.N.P.R,Maize,2004,216243,384842600,1780
S.N.N.P.R,Sorghum,2004,99624,92417200,928
S.N.N.P.R,Millet,2004,5186,7899500,1523
S.N.N.P.R,Oats,2004,372,325500,875
S.N.N.P.R,Teff,2005,210055,162905800,776
S.N.N.P.R,Barely,2005,84936,9834700,1165
S.N.N.P.R,Wheat,2005,131485,196284400,1493
S.N.N.P.R,Maize,2005,207410,315571100,1521
S.N.N.P.R,Sorghum,2005,92009,97593400,1061
S.N.N.P.R,Millet,2005,4767,5744200,1205
S.N.N.P.R,Oats,2005,506,486200,962
S.N.N.P.R,Teff,2006,193193.16,145474277,753
S.N.N.P.R,Barely,2006,81505.59,90939320,1116
S.N.N.P.R,Wheat,2006,119118.32,179932070,1511
S.N.N.P.R,Maize,2006,206397.39,374015890,1812
S.N.N.P.R,Sorghum,2006,103150.03,102768411,996
S.N.N.P.R,Millet,2006,4575.07,4320997,944
S.N.N.P.R,Oats,2006,315.3,257541,817
S.N.N.P.R,Teff,2007,199492.22,155610758,780
S.N.N.P.R,Barely,2007,84744.74,98836504,1166
S.N.N.P.R,Wheat,2007,123194.84,194479536,1579
S.N.N.P.R,Maize,2007,220993.46,435995934,1973
S.N.N.P.R,Sorghum,2007,111469.9,122610890,1100
S.N.N.P.R,Millet,2007,6381.05,7342450,1151
S.N.N.P.R,Oats,2007,460.99,332400,721
S.N.N.P.R,Teff,2008,234789.37,232246796,989
S.N.N.P.R,Barely,2008,70409.55,90881819,1291
S.N.N.P.R,Wheat,2008,118815.25,197457919,1662
S.N.N.P.R,Maize,2008,248881.66,439811852,1767
S.N.N.P.R,Sorghum,2008,102474.24,139163975,1358
S.N.N.P.R,Millet,2008,5966.91,6690953,1121
S.N.N.P.R,Oats,2008,574.87,393423,684
S.N.N.P.R,Teff,2009,194962.3,210060030,1077
S.N.N.P.R,Barely,2009,76437.71,105487390,1380
S.N.N.P.R,Wheat,2009,113660.3,217003280,1909
S.N.N.P.R,Maize,2009,280446,528670080,1885
S.N.N.P.R,Sorghum,2009,111055.1,172797680,1556
S.N.N.P.R,Millet,2009,6047.57,7896745,1306
S.N.N.P.R,Oats,2009,485.59,418615,862
S.N.N.P.R,Teff,2010,196701.83,233696152,1188
S.N.N.P.R,Barely,2010,88038.46,1128218912,1456
S.N.N.P.R,Wheat,2010,155660.71,308990982,1985
S.N.N.P.R,Maize,2010,278927.61,539079421,1933
S.N.N.P.R,Sorghum,2010,108743.79,216710190,1993
S.N.N.P.R,Millet,2010,6020.19,8998050,1495
S.N.N.P.R,Oats,2010,769.24,1112835,1447
S.N.N.P.R,Teff,2011,265377.07,296759360,1118
S.N.N.P.R,Barely,2011,111756.36,198212782,1774
S.N.N.P.R,Wheat,2011,131162.87,244601954,1865
