region,crop_type,year,area_cultivated_ha,production_kg,yield_kg_ha,NDVI_mean,NDVI_peak,temperature_mean,rainfall
Tigray,Sorghum,2019,242716.17,709250941.0,2922.0,0.314265697821725,0.588376858967213,19.7214953271028,867.6
Tigray,Millet,2019,85575.12,205423561.0,2401.0,0.3443632547626015,0.588376858967213,18.99398907103825,834.2
Tigray,Oats,2019,203.83,408743.0,2005.0,0.3443632547626015,0.588376858967213,18.99398907103825,834.2
Tigray,Teff,2020,166718.86,279081158.0,1674.0,0.360054916059755,0.5817391536642403,19.57540983606557,655.3
Tigray,Barely,2020,94845.64,176359549.0,1859.0,0.360054916059755,0.5817391536642403,19.57540983606557,655.3
Tigray,Wheat,2020,121471.1,259339841.0,2135.0,0.360054916059755,0.5817391536642403,19.57540983606557,655.3
Tigray,Maize,2020,69865.24,188645136.0,2700.0,0.3248535577446035,0.5817391536642403,20.096739130434784,727.9
Tigray,Sorghum,2020,239044.72,720625344.0,3015.0,0.3299719040552961,0.5817391536642403,20.0981308411215,728.9
Tigray,Millet,2020,84868.47,213906149.0,2520.0,0.360054916059755,0.5817391536642403,19.57540983606557,655.3
Tigray,Teff,2021,188391.88,311753877.0,1655.0,0.3404662821327792,0.5701575321517994,19.866120218579237,654.9000000000001
Tigray,Barely,2021,85431.88,160688813.0,1881.0,0.3404662821327792,0.5701575321517994,19.866120218579237,654.9000000000001
Tigray,Wheat,2021,102258.28,223907183.0,2190.0,0.3404662821327792,0.5701575321517994,19.866120218579237,654.9000000000001
Tigray,Maize,2021,80151.64,246465394.0,3075.0,0.3178904611276892,0.5701575321517994,20.18586956521739,695.3
Tigray,Sorghum,2021,232636.49,700856077.0,3013.0,0.3267780657506711,0.5701575321517994,20.25560747663552,695.9000000000001
Tigray,Millet,2021,9199.73,215725616.0,2392.0,0.3404662821327792,0.5701575321517994,19.866120218579237,654.9000000000001
Afar,Maize,2016,2330.86,5639678.0,2420.0,0.1140866031203631,0.1737494478186712,31.707608695652176,125.6
Afar,Maize,2017,4664.83,13553348.0,2905.0,0.1051533852879907,0.1570332915550728,32.25054347826087,101.7
Afar,Sorghum,2017,1555.78,3338260.0,2146.0,0.1075320789014734,0.1570332915550728,31.472897196261684,101.7
Afar,Maize,2018,4308.23,13800912.0,3203.0,0.1009209268910447,0.1429769969789629,32.1570652173913,51.8
Afar,Maize,2019,4308.23,13800912.0,3203.0,0.0758565312823398,0.149689025969698,31.782608695652176,110.7
Afar,Maize,2021,2933.27,2684522.0,915.0,0.0994793933746242,0.248118855647206,31.71195652173913,149.39999999999998
Afar,Sorghum,2021,2333.36,2987401.0,1280.0,0.10065000125046805,0.248118855647206,31.145327102803737,150.2
Afar,Teff,2022,1453.0,0.0,0.0,0.11113013982469389,0.26771632409985785,29.790710382513666,343.20000000000005
Afar,Maize,2022,4651.0,3604169.0,775.0,0.10551454301894331,0.26771632409985785,30.87826086956522,342.7
Afar,Sorghum,2022,2501.0,1199761.0,480.0,0.10591337318061275,0.26771632409985785,30.34672897196262,343.20000000000005
Amhara,Teff,2015,1143115.98,1809367086.0,1583.0,0.5489031258677847,0.9485927506986502,23.168306010928962,768.3000000000001
Amhara,Barely,2015,362738.63,625622575.0,1725.0,0.5489031258677847,0.9485927506986502,23.168306010928962,768.3000000000001
Amhara,Wheat,2015,529609.63,1195823247.0,2225.0,0.5489031258677847,0.9485927506986502,23.168306010928962,768.3000000000001
Amhara,Maize,2015,513367.36,1837500847.0,3579.0,0.9485269073987214,0.9485927506986502,23.30163043478261,942.3999999999999
Amhara,Sorghum,2015,655671.97,1396664583.0,2130.0,0.5489031258677847,0.9485927506986502,23.372897196261686,948.2
Amhara,Millet,2015,242894.75,490200198.0,2018.0,0.5489031258677847,0.9485927506986502,23.168306010928962,768.3000000000001
Amhara,Oats,2015,4497.67,6070167.0,1350.0,0.5489031258677847,0.9485927506986502,23.168306010928962,768.3000000000001
Amhara,Teff,2016,1093135.22,1757022412.0,1607.0,0.27853983560231976,0.45378931149656976,22.221311475409838,1175.9
Amhara,Barely,2016,323130.12,575904799.0,182.0,0.27853983560231976,0.45378931149656976,22.221311475409838,1175.9
Amhara,Wheat,2016,545106.1,1221904309.0,2242.0,0.27853983560231976,0.45378931149656976,22.221311475409838,1175.9
Amhara,Maize,2016,517210.23,1814326840.0,3508.0,0.45372425321128723,0.45378931149656976,22.3679347826087,1343.3
Amhara,Sorghum,2016,644263.75,1366961233.0,2122.0,0.27853983560231976,0.45378931149656976,22.45140186915888,1347.0
Amhara,Millet,2016,256064.53,54275220.0,2145.0,0.27853983560231976,0.45378931149656976,22.221311475409838,1175.9
Amhara,Oats,2016,2872.6,3780234.0,1316.0,0.27853983560231976,0.45378931149656976,22.221311475409838,1175.9
Amhara,Teff,2017,1137844.18,1932857365.0,1699.0,0.2415430138782603,0.34987040674174374,21.304918032786887,651.4
Amhara,Barely,2017,323655.73,608069113.0,1879.0,0.2415430138782603,0.34987040674174374,21.304918032786887,651.4
Amhara,Wheat,2017,554284.49,1319069113.0,2380.0,0.2415430138782603,0.34987040674174374,21.304918032786887,651.4
Amhara,Maize,2017,519495.71,1962937196.0,3780.0,0.27540290560375547,0.34987040674174374,21.358695652173914,728.4
Amhara,Sorghum,2017,670114.31,1640299423.0,2448.0,0.2415430138782603,0.34987040674174374,21.476635514018692,732.7
Amhara,Millet,2017,246666.06,557331121.0,2259.0,0.2415430138782603,0.34987040674174374,21.304918032786887,651.4
Amhara,Oats,2017,3002.02,4480834.0,1493.0,0.2415430138782603,0.34987040674174374,21.304918032786887,651.4
Amhara,Teff,2018,1138030.51,2039448271.0,1792.0,0.26716727216636954,0.2815829769500659,20.166120218579234,857.9000000000001
Amhara,Barely,2018,323936.38,639452375.0,1974.0,0.26716727216636954,0.2815829769500659,20.166120218579234,857.9000000000001
Amhara,Wheat,2018,554661.74,1404707481.0,2533.0,0.26716727216636954,0.2815829769500659,20.166120218579234,857.9000000000001
Amhara,Maize,2018,520116.84,2071865758.0,3983.0,0.19622335385241532,0.2815829769500659,21.03641304347826,843.0
Amhara,Sorghum,2018,672491.78,1781203242.0,2649.0,0.2359007446156487,0.2815829769500659,20.927570093457945,866.6
Amhara,Millet,2018,246522.71,560466508.0,2273.0,0.26716727216636954,0.2815829769500659,20.166120218579234,857.9000000000001
Amhara,Oats,2018,4094.8,6189357.0,1512.0,0.26716727216636954,0.2815829769500659,20.166120218579234,857.9000000000001
Amhara,Teff,2019,1200986.74,2161486185.0,1800.0,0.2392741032035443,0.4476295795364067,20.63005464480874,1097.3000000000002
Amhara,Barely,2019,238164.36,481769434.0,2023.0,0.2392741032035443,0.4476295795364067,20.63005464480874,1097.3000000000002
Amhara,Wheat,2019,570742.91,1482043379.0,2597.0,0.2392741032035443,0.4476295795364067,20.63005464480874,1097.3000000000002
Amhara,Maize,2019,559981.55,2284448311.0,4080.0,0.23442122545160157,0.4476295795364067,21.105978260869566,1120.4
Amhara,Sorghum,2019,643170.0,1704082052.0,2650.0,0.2301993590514606,0.4476295795364067,21.216355140186913,1141.8
Amhara,Millet,2019,248292.4,571094996.0,2300.0,0.2392741032035443,0.4476295795364067,20.63005464480874,1097.3000000000002
Amhara,Oats,2019,3055.08,4518212.0,1479.0,0.2392741032035443,0.4476295795364067,20.63005464480874,1097.3000000000002
Amhara,Teff,2020,1201283.74,2258240600.0,1880.0,0.26861588333932357,0.5467498054915371,20.462841530054643,1008.0
Amhara,Barely,2020,242470.69,492206224.0,2030.0,0.26861588333932357,0.5467498054915371,20.462841530054643,1008.0
Amhara,Wheat,2020,575015.31,1558379990.0,2710.0,0.26861588333932357,0.5467498054915371,20.462841530054643,1008.0
Amhara,Maize,2020,534007.8,2195880725.0,4112.0,0.23744141398592458,0.5467498054915371,20.895652173913046,1051.3000000000002
Amhara,Sorghum,2020,688114.09,1883182338.0,2737.0,0.23906232585219775,0.5467498054915371,20.961214953271032,1057.0
Amhara,Millet,2020,234632.36,570819330.0,2433.0,0.26861588333932357,0.5467498054915371,20.462841530054643,1008.0
Amhara,Oats,2020,2469.16,3793179.0,1536.0,0.26861588333932357,0.5467498054915371,20.462841530054643,1008.0
Amhara,Teff,2021,1086374.6,2096462906.0,1930.0,0.26489766220647126,0.48064639228032574,20.74808743169399,942.5
Amhara,Barely,2021,311401.39,728902314.0,2341.0,0.26489766220647126,0.48064639228032574,20.74808743169399,942.5
Amhara,Wheat,2021,641170.34,1815255660.0,2831.0,0.26489766220647126,0.48064639228032574,20.74808743169399,942.5
Amhara,Maize,2021,595085.89,2542469511.0,4272.0,0.25429712104634083,0.48064639228032574,20.874456521739127,1001.1000000000001
Amhara,Sorghum,2021,597440.83,1588192136.0,2658.0,0.24976593715013812,0.48064639228032574,20.953271028037385,1003.2
Amhara,Millet,2021,259903.48,660446344.0,2541.0,0.26489766220647126,0.48064639228032574,20.74808743169399,942.5
